web-scraper-order,web-scraper-start-url,title,title-href,vid
"1560014780-510","http://www.blackandwhitemovies.org/movies-list","Africa Screams (1949)","http://www.blackandwhitemovies.org/africa-screams-1949.html","http://www.archive.org/download/AfricaScreams/Africa_Screams_512kb.mp4"
"1560014136-444","http://www.blackandwhitemovies.org/movies-list","L’Inferno (1911)","http://www.blackandwhitemovies.org/linferno-1911.html","null"
"1560013292-362","http://www.blackandwhitemovies.org/movies-list","The Girl Was Young (Young and Innocent) (1937)","http://www.blackandwhitemovies.org/the-girl-was-young-young-and-innocent-1937.html","http://www.archive.org/download/YoungandInnocentTheGirlWasYoung/Young_and_Innocent_512kb.mp4"
"1560013997-429","http://www.blackandwhitemovies.org/movies-list","Nosferatu: A Symphony of Horror (1922)","http://www.blackandwhitemovies.org/nosferatu-a-symphony-of-horror-1922.html","http://www.archive.org/download/Nosferatu_most_complete_version_93_mins./Nosferatu_1922_Symphony_of_Horror_512kb.mp4"
"1560013369-369","http://www.blackandwhitemovies.org/movies-list","The Blood Of Jesus (1941)","http://www.blackandwhitemovies.org/the-blood-of-jesus-1941.html","http://www.archive.org/download/blood_of_jesus/blood_of_jesus_512kb.mp4"
"1560014687-496","http://www.blackandwhitemovies.org/movies-list","Back Stage (1919)","http://www.blackandwhitemovies.org/back-stage-1919.html","null"
"1560014246-454","http://www.blackandwhitemovies.org/movies-list","Fighting Caravans (1931)","http://www.blackandwhitemovies.org/fighting-caravans-1931.html","http://www.archive.org/download/FightingCaravansGaryCooper1931/FightingCaravansGaryCooper1931_512kb.mp4"
"1560014595-487","http://www.blackandwhitemovies.org/movies-list","Bulldog Drummond’s Revenge (1937)","http://www.blackandwhitemovies.org/bulldog-drummonds-revenge-1937.html","http://www.archive.org/download/BulldogDrummondsRevenge1937Andy/BulldogDrummondsRevenge1937Andy_512kb.mp4"
"1560014709-498","http://www.blackandwhitemovies.org/movies-list","Betty Boop: Bamboo Isle (1932)","http://www.blackandwhitemovies.org/betty-boop-bamboo-isle-1932.html","http://www.archive.org/download/bb_bamboo_isle/bb_bamboo_isle_512kb.mp4"
"1560013773-408","http://www.blackandwhitemovies.org/movies-list","The Scarlet Pimpernel (1934)","http://www.blackandwhitemovies.org/the-scarlet-pimpernel-1934.html","http://www.archive.org/download/TheScarletPimpernel/TheScarletPimpernel_512kb.mp4"
"1560014573-485","http://www.blackandwhitemovies.org/movies-list","Bride of the Gorilla (1951)","http://www.blackandwhitemovies.org/bride-of-the-gorilla-1951.html","http://www.archive.org/download/bride_of_a_gorilla/bride_of_a_gorilla_512kb.mp4"
"1560013729-403","http://www.blackandwhitemovies.org/movies-list","The Campus Vamp (1928)","http://www.blackandwhitemovies.org/the-campus-vamp-1928.html","null"
"1560014389-467","http://www.blackandwhitemovies.org/movies-list","Danger Ahead (1935)","http://www.blackandwhitemovies.org/danger-ahead-1935.html","http://www.archive.org/download/danger_ahead/danger_ahead_512kb.mp4"
"1560013784-409","http://www.blackandwhitemovies.org/movies-list","The Sheik (1921)","http://www.blackandwhitemovies.org/the-sheik-1921.html","http://www.archive.org/download/TheSheik/TheSheik_512kb.mp4"
"1560013391-371","http://www.blackandwhitemovies.org/movies-list","The North Star (1943)","http://www.blackandwhitemovies.org/the-north-star-1943.html","http://www.archive.org/download/TheNorthStar/TheNorthStar_512kb.mp4"
"1560014290-458","http://www.blackandwhitemovies.org/movies-list","Extravagance (1930)","http://www.blackandwhitemovies.org/extravagance-1930.html","http://www.archive.org/download/Extravagance1930/Extravagance1930_512kb.mp4"
"1560014734-502","http://www.blackandwhitemovies.org/movies-list","Arizona Stage Coach (1942)","http://www.blackandwhitemovies.org/arizona-stage-coach-1942.html","http://www.archive.org/download/arizona_stage_coach/arizona_stage_coach_512kb.mp4"
"1560013358-368","http://www.blackandwhitemovies.org/movies-list","The Beatniks (1960)","http://www.blackandwhitemovies.org/the-beatniks-1960.html","http://www.archive.org/download/the_beatniks/the_beatniks_512kb.mp4"
"1560014672-494","http://www.blackandwhitemovies.org/movies-list","Blue Angel (1930)","http://www.blackandwhitemovies.org/blue-angel-1930.html","http://www.archive.org/download/theblueangel1930/TheBlueAngel_512kb.mp4"
"1560014650-492","http://www.blackandwhitemovies.org/movies-list","Beast of Yucca Flats (1961)","http://www.blackandwhitemovies.org/beast-of-yucca-flats-1961.html","http://www.archive.org/download/Beast_of_Yucca_Flats_movie/Beast_of_Yucca_Flats_512kb.mp4"
"1560013872-417","http://www.blackandwhitemovies.org/movies-list","Scrooge (1935)","http://www.blackandwhitemovies.org/scrooge-1935.html","http://www.archive.org/download/Scrooge_1935/Scrooge_1935_512kb.mp4"
"1560013744-405","http://www.blackandwhitemovies.org/movies-list","The general (1926)","http://www.blackandwhitemovies.org/the-general-1926.html","http://www.archive.org/download/TheGeneral/The_General_512kb.mp4"
"1560014518-480","http://www.blackandwhitemovies.org/movies-list","Coney Island (1917)","http://www.blackandwhitemovies.org/coney-island-1917.html","null"
"1560014617-489","http://www.blackandwhitemovies.org/movies-list","Bulldog Drummond’s Peril (1938)","http://www.blackandwhitemovies.org/bulldog-drummonds-peril-1938.html","http://www.archive.org/download/BulldogDrummondsPerilJPHogan1938/BulldogDrummondsPerilJPHogan1938_512kb.mp4"
"1560014503-478","http://www.blackandwhitemovies.org/movies-list","Cops (1922)","http://www.blackandwhitemovies.org/cops-1922.html","http://www.archive.org/download/Cops/cops_512kb.mp4"
"1560013714-401","http://www.blackandwhitemovies.org/movies-list","The Balloonatic (1923)","http://www.blackandwhitemovies.org/the-balloonatic-1923.html","http://www.archive.org/download/TheBalloonatic/The_Balloonatic_512kb.mp4"
"1560013457-377","http://www.blackandwhitemovies.org/movies-list","The Lodger: A Story of the London Fog (1927)","http://www.blackandwhitemovies.org/the-lodger-a-story-of-the-london-fog-1927.html","http://www.archive.org/download/TheLodgerAStoryOfTheLondonFog_579/TheLodger-AStoryOfTheLondonFog1927AlfredHitchcock_512kb.mp4"
"1560014074-436","http://www.blackandwhitemovies.org/movies-list","Nevada City (1941)","http://www.blackandwhitemovies.org/nevada-city-1941.html","http://www.archive.org/download/nevada_city/nevada_city_512kb.mp4"
"1560013240-358","http://www.blackandwhitemovies.org/movies-list","The Green Glove (1952)","http://www.blackandwhitemovies.org/the-green-glove-1952.html","http://www.archive.org/download/the_green_glove/the_green_glove_512kb.mp4"
"1560013861-416","http://www.blackandwhitemovies.org/movies-list","Steamboat Bill, Jr (1928)","http://www.blackandwhitemovies.org/steamboat-bill-jr-1928.html","http://www.archive.org/download/SteamboatBillJr/Steamboat_Bill.Jr_512kb.mp4"
"1560013666-396","http://www.blackandwhitemovies.org/movies-list","The Boat (1921)","http://www.blackandwhitemovies.org/the-boat-1921.html","http://www.archive.org/download/TheBoat/The_Boat_512kb.mp4"
"1560014019-431","http://www.blackandwhitemovies.org/movies-list","No Time For Sergeants (1955)","http://www.blackandwhitemovies.org/no-time-for-sergeants-1955.html","http://www.archive.org/download/No_Time_For_Sergeants/No_Time_For_Sergeants_1955_512kb.mp4"
"1560013097-345","http://www.blackandwhitemovies.org/movies-list","With Words and Music (1937)","http://www.blackandwhitemovies.org/with-words-and-music-1937.html","http://www.archive.org/download/WithWordsandMusic/WithWordsandMusic_512kb.mp4"
"1560014540-482","http://www.blackandwhitemovies.org/movies-list","Borderline (1950)","http://www.blackandwhitemovies.org/borderline-1950.html","http://www.archive.org/download/borderline1950/Borderline_512kb.mp4"
"1560013435-375","http://www.blackandwhitemovies.org/movies-list","The Phantom of the Opera (1925)","http://www.blackandwhitemovies.org/the-phantom-of-the-opera-1925.html","http://www.archive.org/download/ThePhantomoftheOpera/Phantom_of_the_Opera_512kb.mp4"
"1560013806-411","http://www.blackandwhitemovies.org/movies-list","Texas Terror (1935)","http://www.blackandwhitemovies.org/texas-terror-1935.html","http://www.archive.org/download/texas_terror_1935/texas_terror_1935_512kb.mp4"
"1560013314-364","http://www.blackandwhitemovies.org/movies-list","The Cat and the Canary (1927)","http://www.blackandwhitemovies.org/the-cat-and-the-canary-1927.html","http://www.archive.org/download/The_Cat_and_the_Canary/The_Cat_and_the_Canary_512kb.mp4"
"1560013556-386","http://www.blackandwhitemovies.org/movies-list","The Amazing Adventure (1936)","http://www.blackandwhitemovies.org/the-amazing-adventure-1936.html","http://www.archive.org/download/amazing_adventure/amazing_adventuarchive_512kb.mp4"
"1560013964-426","http://www.blackandwhitemovies.org/movies-list","October (1927)","http://www.blackandwhitemovies.org/october-1927.html","http://www.archive.org/download/Eisenstein-October/Oktyabr1927_512kb.mp4"
"1560013446-376","http://www.blackandwhitemovies.org/movies-list","The Man Who Cheated Himself (1951)","http://www.blackandwhitemovies.org/the-man-who-cheated-himself-1951.html","http://www.archive.org/download/Man_Who_Cheated_Himself/Man_Who_Cheated_Himself_512kb.mp4"
"1560014367-465","http://www.blackandwhitemovies.org/movies-list","Danger Flight (1939)","http://www.blackandwhitemovies.org/danger-flight-1939.html","http://www.archive.org/download/danger_flight/danger_flight_512kb.mp4"
"1560013655-395","http://www.blackandwhitemovies.org/movies-list","The Goat (1921)","http://www.blackandwhitemovies.org/the-goat-1921.html","http://www.archive.org/download/TheGoat/The_Goat_512kb.mp4"
"1560014683-495","http://www.blackandwhitemovies.org/movies-list","Billy the Kid in Texas (1940)","http://www.blackandwhitemovies.org/billy-the-kid-in-texas-1940.html","http://www.archive.org/download/BillytheKidinTexas/BillytheKidinTexas_512kb.mp4"
"1560014437-472","http://www.blackandwhitemovies.org/movies-list","Cosmo Jones, Crime Smasher (1943)","http://www.blackandwhitemovies.org/cosmo-jones-crime-smasher-1943.html","http://www.archive.org/download/CosmoJonesCrimeSmasher/CosmoJonesCrimeSmasher_512kb.mp4"
"1560014268-456","http://www.blackandwhitemovies.org/movies-list","Fall of the House of Usher (1928)","http://www.blackandwhitemovies.org/fall-of-the-house-of-usher-1928.html","http://www.archive.org/download/Fall_of_the_House_of_Usher_1928_Watson/Fall_of_the_House_of_Usher_512kb.mp4"
"1560014551-483","http://www.blackandwhitemovies.org/movies-list","Buck Jones in Border Law (1931)","http://www.blackandwhitemovies.org/buck-jones-in-border-law-1931.html","http://www.archive.org/download/BuckJonesInBorderLaw1931/BuckJones-BorderLaw_mcr_512kb.mp4"
"1560013347-367","http://www.blackandwhitemovies.org/movies-list","The Cabinet of Dr. Caligari (1920)","http://www.blackandwhitemovies.org/the-cabinet-of-dr-caligari-1920.html","http://www.archive.org/download/thecabinetofdrcaligari/KabinettDesDoktorCaligariDas_512kb.mp4"
"1560013931-423","http://www.blackandwhitemovies.org/movies-list","Phantom Thunderbolt (1933)","http://www.blackandwhitemovies.org/phantom-thunderbolt-1933.html","http://www.archive.org/download/phantom_thunderbolt/phantom_thunderbolt_512kb.mp4"
